Sample	likelihood	
44500	-192391.41815135776	
44600	-192390.4759990989	
44700	-192390.4759990989	
44800	-192398.42118075443	
44900	-192396.70725138142	
45000	-192401.13080958484	
45100	-192397.21525216833	
45200	-192400.28945815345	
45300	-192401.20817355995	
45400	-192403.2408459546	
45500	-192404.38709035743	
45600	-192403.68148954108	
45700	-192403.68148954108	
45800	-192405.82754258887	
45900	-192405.82754258887	
46000	-192403.31914252642	
46100	-192402.0380060861	
46200	-192401.47782668375	
46300	-192396.4504649258	
46400	-192395.35503873735	
46500	-192392.21553128655	
46600	-192392.21553128655	
46700	-192390.0446297038	
46800	-192388.72557211213	
46900	-192389.16621466257	
47000	-192392.52189689357	
47100	-192392.46526475408	
47200	-192393.25345197343	
47300	-192393.3691536562	
47400	-192393.7755368453	
47500	-192394.56046476262	
47600	-192393.80356581433	
47700	-192393.35583371884	
47800	-192391.8465090946	
47900	-192391.37079629005	
48000	-192393.31175814825	
48100	-192398.72144812587	
48200	-192397.02430876586	
48300	-192396.10243689254	
48400	-192394.84775018287	
48500	-192396.03923586573	
48600	-192396.9603593972	
48700	-192397.0425169762	
48800	-192396.2833610923	
48900	-192393.61205113796	
49000	-192393.03730798973	
49100	-192393.82137836813	
49200	-192393.45193938768	
49300	-192392.33761328182	
49400	-192393.5161136351	
49500	-192392.65548658292	
49600	-192391.51474843555	
49700	-192390.90251275955	
49800	-192385.6097772768	
49900	-192383.761049047	
50000	-192384.3312962585	
50100	-192384.24493033698	
50200	-192383.66350719484	
50300	-192382.39541617394	
50400	-192384.33792574191	
50500	-192384.25727437402	
50600	-192384.75273225427	
50700	-192384.47008302677	
50800	-192382.21293565328	
50900	-192385.99908293126	
51000	-192386.63941920997	
51100	-192386.63941920997	
51200	-192390.49249736292	
51300	-192392.9254417834	
51400	-192392.7839494203	
51500	-192391.89195472974	
51600	-192393.0891228588	
51700	-192395.0568387409	
51800	-192393.66052653966	
51900	-192391.20957258373	
52000	-192391.35069983118	
52100	-192394.29029181506	
52200	-192386.05682089948	
52300	-192382.97980228183	
52400	-192382.39438944752	
52500	-192381.83868536886	
52600	-192381.4828123848	
52700	-192380.78664317055	
52800	-192381.05081409749	
52900	-192376.78701355009	
53000	-192378.3595948289	
53100	-192377.11110989648	
53200	-192379.05176197842	
53300	-192382.52007667656	
53400	-192382.8876761034	
53500	-192384.24118958777	
53600	-192383.61044655234	
53700	-192383.61044655234	
53800	-192388.39279443474	
53900	-192388.6040951619	
54000	-192391.11879507807	
54100	-192392.79474811745	
54200	-192384.05548665038	
54300	-192387.21526790204	
54400	-192378.03713313217	
54500	-192375.20179824423	
54600	-192374.09226969728	
54700	-192379.4251056842	
54800	-192379.43458680756	
54900	-192379.65605320758	
55000	-192374.4671996979	
55100	-192375.27443702077	
55200	-192375.50821971052	
55300	-192373.76664331212	
55400	-192373.80349854223	
55500	-192370.08841032936	
55600	-192370.83300578565	
55700	-192370.55061445813	
55800	-192367.2972094164	
55900	-192365.19819202207	
56000	-192364.06793017825	
56100	-192364.5061577159	
56200	-192365.29660856194	
56300	-192364.38355858423	
56400	-192364.9259400477	
56500	-192363.79177368525	
56600	-192363.25455001538	
56700	-192363.25455001538	
56800	-192364.68468171082	
56900	-192364.93171456244	
57000	-192365.8255420294	
57100	-192364.63031542013	
57200	-192365.2241782551	
57300	-192365.36620538484	
57400	-192369.7076142282	
57500	-192368.00819115373	
57600	-192371.63570157133	
57700	-192368.24162757993	
57800	-192367.510275345	
57900	-192366.73329608387	
58000	-192367.1142339335	
58100	-192368.75525422496	
58200	-192367.96111204082	
58300	-192368.36689771552	
58400	-192368.69830473603	
58500	-192367.84161452187	
58600	-192367.3861681884	
58700	-192368.87630289304	
58800	-192365.51810091056	
58900	-192364.15199275422	
59000	-192367.87320223323	
59100	-192368.02314305067	
59200	-192366.8458989688	
59300	-192364.4893761552	
59400	-192364.4893761552	
59500	-192363.49698630616	
59600	-192365.8639947427	
59700	-192361.6058470497	
59800	-192362.1454761168	
59900	-192360.61692282182	
60000	-192360.32729030418	
60100	-192362.12391086612	
60200	-192362.58081997253	
60300	-192363.59014354442	
60400	-192363.57593377688	
60500	-192362.2474478708	
60600	-192362.75416523925	
60700	-192362.75416523925	
60800	-192362.75416523925	
60900	-192362.99951470588	
61000	-192361.50605266754	
61100	-192361.8585864588	
61200	-192360.84034613488	
61300	-192362.545821654	
61400	-192362.39674411356	
61500	-192363.0982554255	
61600	-192362.7761725886	
61700	-192362.1731038178	
61800	-192361.70361443286	
61900	-192362.50666020755	
62000	-192363.52218056275	
62100	-192363.52218056275	
62200	-192362.72863317898	
62300	-192363.198571807	
62400	-192361.5738086868	
62500	-192360.47593460552	
62600	-192359.371624295	
62700	-192361.00616339126	
62800	-192361.00259073699	
62900	-192360.5662733843	
63000	-192360.60296893885	
63100	-192361.64882873147	
63200	-192361.4889511599	
63300	-192360.05258673872	
63400	-192358.29370968946	
63500	-192361.82079185187	
63600	-192365.49190586782	
63700	-192365.21247809168	
63800	-192365.23610067036	
63900	-192365.33184936666	
64000	-192364.5942960315	
64100	-192364.06804745537	
64200	-192364.567962282	
64300	-192364.64907668895	
64400	-192367.5563014378	
64500	-192367.95536845646	
64600	-192367.27226873115	
64700	-192369.01053441392	
64800	-192368.29302679733	
64900	-192369.29785837396	
65000	-192369.3209053696	
65100	-192369.79623311353	
65200	-192370.1489962323	
65300	-192365.95338356312	
65400	-192362.95608703064	
65500	-192362.18748761588	
65600	-192361.31093190028	
65700	-192361.6813665839	
65800	-192361.99583574853	
65900	-192360.62235958315	
66000	-192361.22953680583	
66100	-192360.05372370343	
66200	-192361.8274302926	
66300	-192361.9440879172	
66400	-192361.97804885032	
66500	-192362.96336853653	
66600	-192362.96336853653	
66700	-192362.96336853653	
66800	-192361.03900082732	
66900	-192361.83588778967	
67000	-192362.74733827563	
67100	-192362.60868116672	
67200	-192362.67329740323	
67300	-192362.47252786398	
67400	-192360.68498914267	
67500	-192360.6658245535	
67600	-192360.27221358326	
67700	-192360.27221358326	
67800	-192360.27221358326	
67900	-192360.70773786763	
68000	-192361.44176321354	
68100	-192362.6171687404	
68200	-192358.65813155106	
68300	-192358.3345512133	
68400	-192358.98440829472	
68500	-192364.14222098025	
68600	-192360.36753458765	
68700	-192361.7123848536	
68800	-192359.65281285727	
68900	-192361.287951705	
69000	-192361.39743338487	
69100	-192361.54955388795	
69200	-192362.8836192515	
69300	-192362.8836192515	
69400	-192365.02736494772	
69500	-192365.12010977636	
69600	-192365.3026869316	
69700	-192363.08159599622	
69800	-192363.72150377056	
69900	-192364.35400738043	
70000	-192364.35400738043	
70100	-192362.7575858512	
70200	-192362.431842943	
70300	-192362.431842943	
70400	-192363.97893282687	
70500	-192364.32432498215	
70600	-192363.15927653408	
70700	-192362.06601776567	
70800	-192361.91973399054	
70900	-192361.40427268425	
71000	-192361.35166668563	
71100	-192360.5616458929	
71200	-192360.57205040278	
71300	-192360.57205040278	
71400	-192360.2318580708	
71500	-192361.56400023866	
71600	-192366.48523887098	
71700	-192368.60425849218	
71800	-192368.60425849218	
71900	-192368.34639949666	
72000	-192372.17095834756	
72100	-192373.2155555532	
72200	-192373.2155555532	
72300	-192373.74690047238	
72400	-192369.0671140733	
72500	-192369.0671140733	
72600	-192368.7610302793	
72700	-192368.13822256794	
72800	-192367.61454981726	
72900	-192368.00275288612	
73000	-192368.3943793113	
73100	-192369.34108846547	
73200	-192367.00359303053	
73300	-192369.80861742052	
73400	-192369.10327211107	
73500	-192367.34582253947	
73600	-192364.37980421804	
73700	-192364.37980421804	
73800	-192364.5003818468	
73900	-192366.52626255414	
74000	-192366.59750133858	
74100	-192367.35184791376	
74200	-192366.53864912398	
74300	-192354.06772395375	
74400	-192355.81817401032	
74500	-192349.16813009875	
74600	-192349.16813009875	
74700	-192348.17789072907	
74800	-192348.4133111164	
74900	-192339.81775089688	
75000	-192339.86656574602	
75100	-192338.4941336117	
75200	-192339.66157457177	
75300	-192338.84125863944	
75400	-192343.3221404517	
75500	-192343.3221404517	
75600	-192340.13576754995	
75700	-192338.58294418958	
75800	-192336.872120757	
75900	-192336.16767789223	
76000	-192334.08235796916	
76100	-192331.36760649394	
76200	-192331.57149045198	
76300	-192328.88251656928	
76400	-192328.09574371966	
76500	-192328.01189574916	
76600	-192328.01189574916	
76700	-192329.53882692425	
76800	-192329.6552717918	
76900	-192329.6552717918	
77000	-192332.02783018185	
77100	-192333.5643738219	
77200	-192336.4099529206	
77300	-192336.03087593088	
77400	-192333.1520449571	
77500	-192333.38343564514	
77600	-192331.93093592933	
77700	-192331.58754107493	
77800	-192331.73164779792	
77900	-192336.61844367717	
78000	-192337.36215997546	
78100	-192336.5437936729	
78200	-192336.7351696583	
78300	-192335.5004460699	
78400	-192335.20333101752	
78500	-192327.14576605905	
78600	-192330.3880401385	
78700	-192320.10688702896	
78800	-192317.47388507932	
78900	-192314.00653544374	
79000	-192317.03677517988	
79100	-192316.38828359763	
79200	-192303.9113832809	
79300	-192290.75952459828	
79400	-192291.87407694667	
79500	-192289.64368158663	
79600	-192291.35800591082	
79700	-192293.08037165808	
79800	-192291.2260997191	
79900	-192290.30822937097	
80000	-192288.2476513185	
80100	-192288.4493114546	
80200	-192283.98952832312	
80300	-192284.34403011683	
80400	-192280.72573059116	
80500	-192280.3320776849	
80600	-192278.90531703533	
80700	-192278.98642310398	
80800	-192278.90147299206	
80900	-192278.88398364742	
81000	-192280.372331102	
81100	-192278.05144650876	
81200	-192279.53157415998	
81300	-192279.7861019696	
81400	-192278.96357070448	
81500	-192280.39365548943	
81600	-192280.6830222482	
81700	-192280.70066723434	
81800	-192270.4019734412	
81900	-192270.42358480173	
82000	-192264.29649674502	
82100	-192264.29649674502	
82200	-192263.2953442562	
82300	-192263.12031961392	
82400	-192258.4664905679	
82500	-192259.14537766913	
82600	-192252.04671156127	
82700	-192252.2344785401	
82800	-192254.3194110502	
82900	-192254.19147784237	
83000	-192254.19147784237	
83100	-192254.19147784237	
83200	-192254.11152522563	
83300	-192254.7077141716	
83400	-192253.62999125264	
83500	-192254.20045207886	
83600	-192252.3174658982	
83700	-192252.15053861475	
83800	-192255.1306686879	
83900	-192255.3562735907	
84000	-192255.66958573452	
84100	-192253.106079788	
84200	-192253.54965671868	
84300	-192253.54060204446	
84400	-192252.7698711649	
84500	-192251.62862889605	
84600	-192250.7596545677	
84700	-192253.96819063227	
84800	-192256.39026371215	
84900	-192259.62049843397	
85000	-192261.00995887324	
85100	-192261.00995887324	
85200	-192259.7122707267	
85300	-192259.42024055574	
